"address","balance"
"0xfa60838ac163b8b44108b92c8b64c7c15fd5d1bd",200000000000000000000
"0x4fc15720ac8dfbdd20aa47c518cf26ee2fc39ef7",600000000000000000000
"0x4e89c8b0cefe3b3239a168325baacec8c1cee218",231862736066972420000
"0x450f5f260559e4861cd703b61bb9e5e0c622ef29",500000000000000000000
"0x4ecec940deabb584b43f21c91b1238bd43b5e7eb",255000000000000000000
"0x9e3e93fc983d84e6397e35bc5cd3c33783041f35",200000000000000000000
"0xb8c5bb7d01294f5148488786ac9578e97ffb95fd",320000000000000000000
"0xcab61b858a344ad4c878c60de62b2019d3e00aed",200000000000000000000
"0x7a82fb208303aab2369105ba03c9c0146ac8fd86",202000000000000000000
"0x607e4d73800332bf29ff7729a8b519cce7d54202",110000000000000000000
"0xcb37a8f731b4db7238d4f4683824ca54decdbce2",600000000000000000000
"0x4a789c070535b51ef86628dc995813c6c2eddb32",900000000000000000000
"0x70540666f778b7111d62cd6a9ea8a35f44d4076a",211143378400000000000
"0xdee028822bc40ac1d6bb042c2378796efdce8bd9",200000000000000000000
"0xab697f58c8e9525df5337052cd71d1ba6fff7306",80000000000000000000
"0x56532086984e9f6e806cd20c0d241f97b8fe18d9",80000000000000000000
"0x4c5aa30f63955ed90e2c47b401dd67e7a409735b",40000000000000000000
"0x2beea5ee986b5fd028f4fa64f832020f3ca35aad",380000000000000000000
"0x58562bcb3ccaa3b773053eb61d700c7a20884b50",219800000000000000000
"0x801f28a3c0813395ed6f2a7216fa16c88917a542",1.9e+21
"0x3e2021221b0bb5e2d1ceda9f024ed9804b055708",240000000000000000000
"0x4212fb436bb377cc3c10f5e2f16894daefa68f2f",1.3e+21
"0xa72c38bd35ef32267b6a9315ad3cf36e2624767e",200000000000000000000
"0x53dd1454af6da0c6c80230c6f4ba06352b46fd7c",200200000000000000000
"0x6aaf4ca8f73f28acf8ae1d8d90465cc9026fd415",260000000000000000000
"0xebb62cf8e22c884b1b28c6fa88fbbc17938aa787",200000000000000000000
"0x7bacdb8b1aa9390a1ceee85c1e26a9f03671fd43",110000000000000000000
"0x0644c1a6d61e0994c73c86febdf64ec8432b1013",300000000000000000000
"0x0bbde14072a835903f2f687dd64dd990680e967f",300000000000000000000
"0xd07d158d62b1f2c657ceb7331b75de868b83dccf",200200000000000000000
"0x60fee5affc433a53e8751fe55fc4bd1794f5ff51",428000000000000000000
"0x13148f7a44f78415ba50e8d6a9d7f97ad5a5aff6",40000000000000000000
"0x2b5dbb6907816e4ab6182bf58dae543b48ff319a",650000000000000000000
"0x7d2330b2906bfdf1c192fc8b750081a2ee6f8328",200000000000000000000
"0x57d0c97313bef304f99f338285de6fdce26d0486",40000000000000000000
"0xd82ab13c28b70d2a904e03faf15c48df1c970926",40000000000000000000
"0x26444302825fbe13d5a5d1c7e7c5759ca67f490d",40000000000000000000
"0x32035a7f88db2ae8b66e84fc9333084fa27d88fb",20000000000000000000
"0x388e431d70958a5f338a94081d244ec82165ba9b",40000000000000000000
"0x7401d01a9bcf8ee5d44b57f255d8a7c14a12d80c",200000000000000000000
"0x0fac3479b2eacb02445932e5b65122d6ffab3db8",40000000000000000000
